code,description
100025,The Rich Media for Flash-in-Flash feature has not been enabled for this account. Contact Customer Support or go to http://help.doubleclick.com to log a support case.
100026,View User Roles permission is not enabled.
100027,The Advertiser Studio Client association feature has not been enabled for this network. Contact Customer Support or go to http://help.doubleclick.com to log a support case.
100028,Association between given studio client and advertiser already exists
100029,Studio client association removal failed
100030,Studio client association failed
100031,Network permission is not enabled for Advance Reach Report.
100032,Your user profile doesn't have permission to change account settings. Please contact your account administrator for help.
100033,Your user profile doesn't have permission to view account settings. Please contact your account administrator for help.
100036,"To enable Rich Media for Flash-in-Flash creatives, you first need to enable DoubleClick Rich Media for this account"
100037,The network is not a DFA network. Please try again with a DFA network.
100040,Your user profile doesn't have permission to upgrade campaigns. Please contact your account administrator for help.
100041,The support contact first name is required and has a maximum of 64 characters.
100042,The support contact last name is required and has a maximum of 64 characters.
100043,The support contact first name can't contain a pipe character (|).
100044,The support contact last name can't contain a pipe character (|).
100045,Your user profile doesn't have permission to create advertisers. Please contact your account administrator for help.
101000,The ad statuses cannot be null or empty.
101001,The site placements cannot be null or empty.
101002,The creatives to associate cannot be null or empty.
101003,The campaign to associate is not valid.
101004,The creative array is null or empty.
101005,The creative properties to update must be specified.
101006,The ad ID is not valid.
101007,The ad array is null or empty.
101008,You need to specify which ad properties are being updated.
101009,One of the properties specified is not supported.
101010,Size with the given dimensions already exists.
101011,The campaign array is null or empty.
101012,The campaign properties to update must be specified.
101013,The placement-assignment key specified for the overridable assignment properties is invalid.
101014,No overridable assignment properties found for the given placement and assignment combination.
101015,The given overridable assignment properties object can't be null.
101016,The placement array is null or empty.
101017,The value of the creative id is not valid.
101018,The creative ad association properties to update must be specified.
101019,One of the properties specified to update creative ad association is not supported.
110000,This user profile doesn't have access to the subaccount specified for this user role.
112001,Media order not found.
112002,We couldn't find an ID for this media order.
112003,The media order publisher ID needs to be a positive number.
112004,Media orders containing placements can't be deleted.
112005,Media order search criteria must include a campaign ID.
200005,There was a problem with the subaccount name. Make sure you entered a subaccount name that's no more than 128 characters.
